case_id,label,region,n_voxels,volume_mm3
044,21,coxal_derecho,586690,279488.50208042655
044,22,coxal_derecho,37143,17694.253238973364
045,1,sacro,285739,211025.50659179688
045,2,sacro,3161,2334.478759765625
045,11,coxal_izquierdo,385374,284608.48388671875
045,12,coxal_izquierdo,14881,10989.996337890625
045,13,coxal_izquierdo,86212,63669.7509765625
045,21,coxal_derecho,446418,329691.02783203125
045,22,coxal_derecho,27263,20134.417724609375
046,1,sacro,360628,220109.86328125
046,11,coxal_izquierdo,461898,281920.166015625
046,21,coxal_derecho,293404,179079.58984375
046,22,coxal_derecho,40004,24416.50390625
046,23,coxal_derecho,58674,35811.767578125
046,24,coxal_derecho,88964,54299.31640625
047,1,sacro,321402,224811.3195305698
047,11,coxal_izquierdo,345371,241576.9355436258
047,12,coxal_izquierdo,32685,22862.203654167286
047,13,coxal_izquierdo,14349,10036.706753362289
047,21,coxal_derecho,383412,268185.5048937307
048,1,sacro,239945,149602.42923120302
048,11,coxal_izquierdo,415962,259346.62388409703
048,21,coxal_derecho,418141,260705.20061332578
048,22,coxal_derecho,24970,15568.453845269287
049,1,sacro,374063,176308.51663502608
049,11,coxal_izquierdo,487549,229798.29862052738
049,12,coxal_izquierdo,49922,23529.923482017126
049,13,coxal_izquierdo,78415,36959.63602905278
049,14,coxal_izquierdo,3678,1733.5655335695483
049,15,coxal_izquierdo,4989,2351.484080200782
049,16,coxal_izquierdo,14162,6675.028571618255
049,21,coxal_derecho,642136,302660.3690767307
050,1,sacro,501733,187568.04808092397
050,11,coxal_izquierdo,884045,330491.70587882487
050,21,coxal_derecho,664424,248388.51097719272
050,22,coxal_derecho,78803,29459.74231896457
050,23,coxal_derecho,170345,63681.83705346269
051,1,sacro,344536,202920.37519722254
051,11,coxal_izquierdo,563142,331672.121140648
051,21,coxal_derecho,413751,243685.7343157929
051,22,coxal_derecho,31399,18492.978559040537
051,23,coxal_derecho,91215,53722.635729255155
051,24,coxal_derecho,12689,7473.403768771788
052,1,sacro,281386,168600.15665438207
052,2,sacro,31630,18951.983947240107
052,11,coxal_izquierdo,365877,219225.26179779856
052,12,coxal_izquierdo,38095,22825.66640752804
052,21,coxal_derecho,424480,254338.86013039775
052,22,coxal_derecho,9142,5477.680595816284
052,23,coxal_derecho,471,282.2125968748053
053,1,sacro,285795,174435.4248046875
053,2,sacro,5355,3268.4326171875
053,11,coxal_izquierdo,470832,287373.046875
053,21,coxal_derecho,328148,200285.64453125
053,22,coxal_derecho,31635,19308.4716796875
053,23,coxal_derecho,126253,77058.7158203125
054,1,sacro,297961,207240.79578018188
054,11,coxal_izquierdo,274140,190672.5771331787
054,12,coxal_izquierdo,108106,75190.95944976807
054,21,coxal_derecho,334286,232505.9207687378
054,22,coxal_derecho,21163,14719.500072479248
054,23,coxal_derecho,10403,7235.597942352295
054,24,coxal_derecho,1712,1190.7472534179688
055,1,sacro,258612,177353.7861328125
055,11,coxal_izquierdo,350371,240281.28393554688
055,21,coxal_derecho,245118,168099.72216796875
055,22,coxal_derecho,16492,11310.0654296875
055,23,coxal_derecho,88534,60715.82177734375
055,24,coxal_derecho,4166,2857.00537109375
056,1,sacro,259949,157077.64204406738
056,11,coxal_izquierdo,401344,242517.4521484375
056,21,coxal_derecho,292707,176872.09941101074
056,22,coxal_derecho,20658,12482.871368408203
056,23,coxal_derecho,103605,62604.699783325195
056,24,coxal_derecho,8580,5184.579162597656
057,1,sacro,207937,195931.6651649475
057,2,sacro,44289,41731.954959869385
057,11,coxal_izquierdo,338006,318491.0738143921
057,12,coxal_izquierdo,39250,36983.88385772705
057,13,coxal_izquierdo,725,683.1418037414551
057,14,coxal_izquierdo,7968,7507.9639892578125
057,21,coxal_derecho,406724,383241.6096343994
058,1,sacro,148879,131943.3776702881
058,2,sacro,42647,37795.7215423584
058,11,coxal_izquierdo,267827,237360.5344696045
058,12,coxal_izquierdo,28118,24919.45736694336
058,13,coxal_izquierdo,4720,4183.079833984375
058,21,coxal_derecho,299820,265714.1940307617
059,1,sacro,352334,214836.90982917702
059,11,coxal_izquierdo,365505,222867.97393130764
059,12,coxal_izquierdo,133616,81472.83130136551
059,21,coxal_derecho,486483,296634.7397765402
059,22,coxal_derecho,34857,21254.179743980494
060,1,sacro,335968,197862.0313330351
060,2,sacro,60148,35423.032731151165
060,11,coxal_izquierdo,576283,339391.0283202432
060,21,coxal_derecho,508386,299404.36786026164
060,22,coxal_derecho,55835,32882.97254345656
060,23,coxal_derecho,2167,1276.2138712576407
061,1,sacro,345239,169972.592981044
061,11,coxal_izquierdo,513216,252673.23297587896
061,21,coxal_derecho,289334,142448.71007498394
061,22,coxal_derecho,35489,17472.409989324122
061,23,coxal_derecho,182287,89745.92689914977
062,1,sacro,314398,192853.9764328003
062,2,sacro,28220,17310.349349975586
062,11,coxal_izquierdo,495169,303740.19763565063
062,12,coxal_izquierdo,50149,30761.754413604736
062,21,coxal_derecho,555894,340989.34590911865
063,1,sacro,193392,125834.19818115234
063,2,sacro,128375,83529.64544296265
063,3,sacro,6096,3966.4788208007812
063,11,coxal_izquierdo,506630,329648.4850692749
063,21,coxal_derecho,509421,331464.5025215149
064,1,sacro,265962,130280.49034992253
064,2,sacro,16376,8021.722313602437
064,3,sacro,123466,60479.35803439414
064,11,coxal_izquierdo,623132,305238.87815826293
064,21,coxal_derecho,380927,186595.665348903
064,22,coxal_derecho,49679,24335.072228716137
064,23,coxal_derecho,185686,90957.59217901698
065,1,sacro,434891,212477.83830211498
065,11,coxal_izquierdo,430653,210407.24801920645
065,12,coxal_izquierdo,102144,49905.2321513465
065,21,coxal_derecho,542256,264933.932149324
066,1,sacro,360355,221044.3281364441
066,2,sacro,72010,44171.44779205322
066,11,coxal_izquierdo,637336,390946.449798584
066,12,coxal_izquierdo,27991,17169.87911605835
066,13,coxal_izquierdo,6038,3703.752281188965
066,14,coxal_izquierdo,3356,2058.5943450927734
066,21,coxal_derecho,678393,416131.10654067993
067,1,sacro,256684,167812.8015019359
067,2,sacro,49871,32604.26136301073
067,11,coxal_izquierdo,457507,299105.24760696496
067,21,coxal_derecho,420719,275054.2847824289
067,22,coxal_derecho,37677,24632.166096010813
068,1,sacro,308444,162483.0517230789
068,2,sacro,52747,27786.222229115316
068,3,sacro,78387,41292.9380225162
068,11,coxal_izquierdo,695167,366202.1489060497
068,21,coxal_derecho,633389,333658.5495189702
068,22,coxal_derecho,49734,26199.02508849453
068,23,coxal_derecho,19018,10018.358851751096
069,1,sacro,315252,206115.75510998603
069,2,sacro,12893,8429.606887927912
069,11,coxal_izquierdo,352680,230586.6561106349
069,12,coxal_izquierdo,16992,11109.585064738314
069,13,coxal_izquierdo,24459,15991.604349013323
069,21,coxal_derecho,381250,249266.08438862298
069,22,coxal_derecho,22189,14507.449564587949
070,1,sacro,405197,142068.79412088342
070,2,sacro,90345,31676.456649114414
070,11,coxal_izquierdo,772655,270905.6684069013
070,12,coxal_izquierdo,31022,10876.828138456221
070,21,coxal_derecho,813048,285068.1246958789
071,1,sacro,170059,117588.16088305949
071,2,sacro,55198,38166.93797107544
071,11,coxal_izquierdo,328702,227282.67047661942
071,12,coxal_izquierdo,9322,6445.744334330324
071,21,coxal_derecho,345344,238789.86605824623
072,1,sacro,306301,206113.80157470703
072,11,coxal_izquierdo,416282,280121.40197753906
072,12,coxal_izquierdo,72418,48730.98449707031
072,21,coxal_derecho,493495,332079.0023803711
073,1,sacro,367296,179354.6962738037
073,11,coxal_izquierdo,479108,233953.73165607452
073,21,coxal_derecho,309072,150923.273563385
073,22,coxal_derecho,35247,17211.4996612072
073,23,coxal_derecho,147578,72063.96847963333
074,1,sacro,265414,202520.85616480483
074,2,sacro,53037,40469.22411181307
074,11,coxal_izquierdo,436993,333442.0810433005
074,21,coxal_derecho,398333,303943.04821409273
074,22,coxal_derecho,34978,26689.528460942314
075,1,sacro,218190,158948.9979171753
075,2,sacro,56732,41328.633529663086
075,3,sacro,2996,2182.5528106689453
075,11,coxal_izquierdo,418824,305108.64431762695
075,12,coxal_izquierdo,35566,25909.437004089355
075,13,coxal_izquierdo,880,641.0702514648438
075,21,coxal_derecho,454352,330990.3987426758
076,1,sacro,346207,169588.2032868441
076,2,sacro,2980,1459.741847492383
076,11,coxal_izquierdo,486510,238315.1027595702
076,12,coxal_izquierdo,28500,13960.618340111716
076,13,coxal_izquierdo,48574,23793.79211412584
076,21,coxal_derecho,553427,271094.14477589494
077,1,sacro,444511,186412.96361314252
077,11,coxal_izquierdo,309900,129961.6374481461
077,12,coxal_izquierdo,43512,18247.469405110463
077,13,coxal_izquierdo,239637,100495.69833224067
077,14,coxal_izquierdo,5569,2335.451303480883
077,21,coxal_derecho,635836,266648.23397379613
078,1,sacro,339413,192945.1385559274
078,11,coxal_izquierdo,468144,266124.48239792255
078,12,coxal_izquierdo,104154,59208.12685770452
078,21,coxal_derecho,565308,321359.0239229912
079,1,sacro,335273,161181.56366348267
079,11,coxal_izquierdo,446624,214713.24768066406
079,12,coxal_izquierdo,56146,26992.033576965332
079,13,coxal_izquierdo,10445,5021.40474319458
079,21,coxal_derecho,457900,220134.15336608887
079,22,coxal_derecho,25149,12090.311908721924
079,23,coxal_derecho,11509,5532.919788360596
080,1,sacro,332449,199878.5188331604
080,2,sacro,67012,40289.66639709473
080,11,coxal_izquierdo,633787,381052.1518058777
080,21,coxal_derecho,656556,394741.5718231201
081,1,sacro,417183,211998.71533683166
081,11,coxal_izquierdo,643015,326759.1295482146
081,21,coxal_derecho,567011,288136.38998197974
081,22,coxal_derecho,65355,33211.26709582757
082,1,sacro,320930,211863.9453125
082,11,coxal_izquierdo,450899,297663.79296875
082,21,coxal_derecho,417283,275471.98046875
082,22,coxal_derecho,26712,17634.09375
083,1,sacro,336405,150592.5295131316
083,11,coxal_izquierdo,553151,247619.41199660604
083,12,coxal_izquierdo,63069,28232.99369469448
083,13,coxal_izquierdo,26447,11839.064901038306
083,21,coxal_derecho,592015,265016.9776302867
083,22,coxal_derecho,56131,25127.18085076497
084,1,sacro,178507,128852.79493331909
084,2,sacro,53545,38650.7134437561
084,11,coxal_izquierdo,417954,301694.28119659424
084,12,coxal_izquierdo,16481,11896.580600738525
084,13,coxal_izquierdo,1442,1040.8876419067383
084,14,coxal_izquierdo,1126,812.7874374389648
084,21,coxal_derecho,390907,282170.78046798706
084,22,coxal_derecho,40624,29323.86932373047
085,1,sacro,275651,184247.40607260968
085,2,sacro,469,313.4834752932293
085,11,coxal_izquierdo,168660,112733.73761824318
085,12,coxal_izquierdo,22131,14792.543265915687
085,13,coxal_izquierdo,112778,75381.74707168403
085,14,coxal_izquierdo,118501,79207.0475601769
085,21,coxal_derecho,383243,256162.7878929703
085,22,coxal_derecho,24118,16120.670484268878
086,1,sacro,219522,95103.81324005127
086,2,sacro,128703,55758.174922943115
086,11,coxal_izquierdo,559474,242381.6784133911
086,12,coxal_izquierdo,44657,19346.812564849854
086,13,coxal_izquierdo,4760,2062.1812438964844
086,21,coxal_derecho,583449,252768.4001197815
086,22,coxal_derecho,56165,24332.438983917236
087,1,sacro,186730,97670.82384310398
087,2,sacro,80983,42358.89427133342
087,3,sacro,105067,54956.24939068926
087,11,coxal_izquierdo,507071,265228.0957368745
087,12,coxal_izquierdo,134504,70353.53981788066
087,13,coxal_izquierdo,2427,1269.4644110063373
087,14,coxal_izquierdo,3935,2058.2375184630973
087,21,coxal_derecho,671035,350990.95634101256
088,1,sacro,332257,210840.4314620797
088,11,coxal_izquierdo,589984,374386.33682879107
088,21,coxal_derecho,471523,299214.501919581
088,22,coxal_derecho,108853,69074.88325585845
089,1,sacro,375361,225678.52725601196
089,11,coxal_izquierdo,517171,310939.04166793823
089,12,coxal_izquierdo,29302,17617.25966644287
089,13,coxal_izquierdo,4056,2438.5914001464844
089,21,coxal_derecho,486284,292368.8314666748
089,22,coxal_derecho,63665,38277.34750747681
090,1,sacro,246316,187948.36446867939
090,11,coxal_izquierdo,316198,241270.95660967001
090,12,coxal_izquierdo,34693,26472.062750742516
090,21,coxal_derecho,279199,213039.32920025825
090,22,coxal_derecho,32879,25087.912581260287
090,23,coxal_derecho,42154,32165.086132499353
091,1,sacro,302262,146131.42712402344
091,11,coxal_izquierdo,280745,135728.8296508789
091,12,coxal_izquierdo,30689,14836.887756347656
091,13,coxal_izquierdo,102875,49735.89324951172
091,21,coxal_derecho,436686,211119.9832763672
092,1,sacro,286794,222527.26132965088
092,11,coxal_izquierdo,402924,312634.0657196045
092,12,coxal_izquierdo,65419,50759.46815109253
092,21,coxal_derecho,433097,336045.6958656311
092,22,coxal_derecho,41597,32275.662982940674
093,1,sacro,403187,235136.53467941284
093,11,coxal_izquierdo,493252,287661.96827697754
093,12,coxal_izquierdo,38346,22363.185218811035
093,13,coxal_izquierdo,98008,57157.74935913086
093,21,coxal_derecho,623596,363677.9025115967
094,1,sacro,202353,154002.93572932508
094,2,sacro,41004,31206.536975707033
094,11,coxal_izquierdo,344984,262553.7984593531
094,21,coxal_derecho,318054,242058.43115968016
094,22,coxal_derecho,24396,18566.839236643955
095,1,sacro,347015,160312.2885131836
095,11,coxal_izquierdo,378592,174900.076171875
095,12,coxal_izquierdo,49722,22970.325805664062
095,13,coxal_izquierdo,158905,73410.1528930664
095,21,coxal_derecho,594921,274838.6870727539
096,1,sacro,372289,181891.92681305448
096,11,coxal_izquierdo,458329,223929.111320239
096,12,coxal_izquierdo,71604,34984.08367564433
096,21,coxal_derecho,388484,189804.43498476362
096,22,coxal_derecho,141927,69342.29992504852
096,23,coxal_derecho,21046,10282.596294028415
097,1,sacro,186900,144375.80108642578
097,2,sacro,45196,34912.83416748047
097,11,coxal_izquierdo,426688,329606.3232421875
097,12,coxal_izquierdo,34418,26587.085723876953
097,21,coxal_derecho,443055,342249.4411468506
097,22,coxal_derecho,17713,13682.870864868164
098,1,sacro,426438,208889.05837615998
098,2,sacro,62448,30589.919091343734
098,11,coxal_izquierdo,554602,271669.7141285136
098,12,coxal_izquierdo,22339,10942.675547359846
098,21,coxal_derecho,559607,274121.39464754023
099,1,sacro,193391,117447.05425643921
099,2,sacro,55521,33718.10425186157
099,11,coxal_izquierdo,334176,202946.29431152344
099,12,coxal_izquierdo,20613,12518.349506378174
099,21,coxal_derecho,339453,206151.03551101685
099,22,coxal_derecho,30057,18253.7248878479
100,1,sacro,170975,102710.46029590841
100,2,sacro,63257,38000.617557761536
100,11,coxal_izquierdo,261588,157144.7515010153
100,12,coxal_izquierdo,29329,17618.921421369778
100,13,coxal_izquierdo,70703,42473.68138208284
100,21,coxal_derecho,346594,208210.72832753375
100,22,coxal_derecho,25460,15294.682375398908
